episode,episode_seed,arrival_rate_rps,method,mobility_prior_beta,mobility_mode,migration_policy,prediction_error,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,handover_events,handover_affected_requests,handover_slo_satisfaction,migration_mb,handover_overhead_ms,migration_ms,avg_handover_overhead_ms_per_event,avg_handover_overhead_ms_per_affected_request,avg_migration_ms_per_event,avg_migration_ms_per_affected_request,avg_migration_mb_per_event,mapping_steps,reward,failure_reason
0,20007,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,9,1.3333333333333333,56444.26586637169,6780.531543390505,11175.882402813277,0.75,0.21259909781463468,0.159449323360976,1,1,1.0,244.125,2.0,2.0,2.0,2.0,2.0,2.0,244.125,252,-280.50317248323245,
1,20008,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,8,1.5,22077.553482406867,3707.8732749404903,6828.537473070022,0.41666666666666663,0.5435384862531324,0.22647436927213851,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224,-146.28972704742998,
2,20009,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,5,2.4,38707.803058671314,10539.980402188028,20302.82013739334,0.33333333333333337,0.31001501123199915,0.10333833707733306,2,2,1.0,442.4765625,4.0,4.0,2.0,2.0,2.0,2.0,221.23828125,140,-163.26042746120385,
3,20010,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,5,2.4,47859.64774659892,16944.83903135815,28188.008318065113,0.6666666666666667,0.25073314503976396,0.1671554300265093,6,6,0.6666666666666666,1122.1875,22.875097577960393,22.875097577960393,3.8125162629933986,3.8125162629933986,3.8125162629933986,3.8125162629933986,187.03125,140,-222.12433544134296,
4,20011,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,5,2.4,47889.834381922614,13263.222424878835,22562.65906920543,0.5,0.25057509918075105,0.12528754959037552,4,4,0.5,470.3671875,29.11830010982056,29.11830010982056,7.27957502745514,7.27957502745514,7.27957502745514,7.27957502745514,117.591796875,140,-222.81690152861756,
5,20012,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,6,2.0,33274.6908816176,8583.48860320762,14479.530078086356,0.25,0.360634454657829,0.09015861366445725,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168,-179.32150376183006,
6,20013,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,4,3.0,39250.77702975976,14448.877174276962,22348.060209414984,0.16666666666666663,0.3057264316296631,0.05095440527161053,2,2,1.0,442.8046875,4.0,4.0,2.0,2.0,2.0,2.0,221.40234375,112,-180.55906212965027,
7,20014,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,5,2.4,40498.562716519475,12906.59508723159,26343.932206041973,0.5,0.2963068117749563,0.14815340588747816,2,2,1.0,47.7421875,14.0,14.0,7.0,7.0,7.0,7.0,23.87109375,140,-191.42751925699582,
8,20015,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,8,1.5,45174.54924653008,7424.704747980752,14348.169056059995,0.5833333333333333,0.26563629743182743,0.15495450683523268,1,1,1.0,191.953125,2.0,2.0,2.0,2.0,2.0,2.0,191.953125,224,-215.0792899540079,
9,20016,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,7,1.7142857142857142,44987.87315889897,9272.016621217243,16175.28010233083,0.75,0.26673854879992925,0.20005391159994693,3,3,1.0,734.015625,6.0,6.0,2.0,2.0,2.0,2.0,244.671875,196,-224.77040107996112,
10,20017,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,8,1.5,42229.26469057795,8471.01582233848,15835.003303787169,0.8333333333333334,0.28416312924050036,0.23680260770041697,2,2,1.0,442.640625,4.0,4.0,2.0,2.0,2.0,2.0,221.3203125,224,-215.42439084058293,
11,20018,0.4,full,0.0,driving,oracle_guarded,0.0,12,0,1.0,7,1.7142857142857142,34328.23951960527,9087.86968359343,18191.733210057075,0.75,0.34956642600756316,0.26217481950567234,2,2,1.0,447.5625,4.0,4.0,2.0,2.0,2.0,2.0,223.78125,196,-201.32156027358315,
