episode,arrival_rate_rps,reward,served_requests,dropped_requests,completion_ratio,batches,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,replay_size,loss,epsilon
71,0.2,-500.33062538901135,12,0,1.0,4,3.0,139513.27806873186,55138.42286986191,98654.4358781483,0.0,0.0860133183458577,0.0,56,3268,1.8856199979782104,0.8965133333333334
72,0.2,-387.5212687130419,12,0,1.0,5,2.4,105843.28215336498,32239.2834867139,54785.3320964126,0.0,0.11337516898438788,0.0,48,3316,14.35930609703064,0.8949933333333333
73,0.4,-482.2884755289587,12,0,1.0,4,3.0,141662.20738645474,66526.0422427458,120971.4855519084,0.0,0.08470854874697793,0.0,40,3356,8.332833528518677,0.8937266666666667
74,0.4,-594.5784176454882,12,0,1.0,4,3.0,157973.2009622852,78210.87712497421,148012.71029633365,0.0,0.07596225136227315,0.0,40,3396,9.657773971557617,0.89246
75,0.4,-653.112965827332,12,0,1.0,7,1.7142857142857142,142198.67753840215,37880.751524356776,112872.24883243348,0.0,0.08438897047238209,0.0,66,3462,10.907071590423584,0.89037
76,0.6,-345.9409410161726,12,0,1.0,5,2.4,89438.3883252648,25983.13443207486,83073.28463865785,0.0,0.13417057512663394,0.0,46,3508,13.40885329246521,0.8889133333333333
77,0.6,-266.8951994128464,12,0,1.0,3,4.0,53498.46786519351,30323.743633694972,45991.88283861465,0.08333333333333337,0.2243054890887312,0.0186921240907276,19,3527,4.521525993943214,0.8883116666666666
78,0.2,-450.3752935311917,12,0,1.0,5,2.4,119894.01687358046,49533.87889170253,90154.14727871087,0.0,0.10008839734390691,0.0,59,3586,3.2588493525981903,0.8864433333333334
79,0.6,-352.82402400241335,12,0,1.0,4,3.0,68823.20115774886,26655.315918126897,64146.36850786021,0.0,0.17435980596855616,0.0,35,3621,8.244844436645508,0.885335
80,0.2,-278.60818573907613,12,0,1.0,6,2.0,73725.13746115478,21888.042548871406,44877.03065611123,0.08333333333333337,0.16276673619391638,0.013563894682826363,70,3691,5.384554207324982,0.8831183333333333
81,0.2,-499.9375298555294,12,0,1.0,5,2.4,135744.6865220045,38725.783651790545,68404.98610270036,0.0,0.08840125022539852,0.0,58,3749,0.22934172302484512,0.8812816666666666
82,0.4,-733.8442760058699,12,0,1.0,6,2.0,192891.9830098051,67560.34730968087,140050.1959237068,0.16666666666666663,0.0622109836435764,0.010368497273929399,62,3811,15.756434440612793,0.8793183333333333
83,0.2,-545.8385649651332,12,0,1.0,9,1.3333333333333333,137075.9705294539,24642.717617695947,70678.61915467521,0.16666666666666663,0.08754269587623695,0.014590449312706158,92,3903,11.746890187263489,0.876405
84,0.6,-383.892867129648,12,0,1.0,4,3.0,92627.66117246769,36979.44574417473,82752.3881524203,0.08333333333333337,0.12955093379348798,0.010795911149457332,36,3939,1.3301356732845306,0.875265
85,0.2,-618.0707839987172,12,0,1.0,4,3.0,146284.9971231754,79215.19200755878,126740.62444160438,0.0,0.08203165215839406,0.0,47,3986,19.0984468460083,0.8737766666666666
86,0.6,-455.8353098449112,12,0,1.0,3,4.0,98838.06416807983,58948.85582391996,89868.8928925749,0.0,0.12141071459668927,0.0,31,4017,7.555232048034668,0.872795
87,0.2,-473.4549552778301,12,0,1.0,5,2.4,141167.52046316603,60763.51304159381,104555.83526157163,0.0,0.08500538906278435,0.0,59,4076,11.774432860314846,0.8709266666666666
88,0.4,-515.2438001696951,12,0,1.0,5,2.4,144398.82213479994,75385.99390698844,115607.24332269616,0.08333333333333337,0.08310317094413484,0.00692526424534457,59,4135,16.86344051361084,0.8690583333333334
89,0.6,-504.7962286432347,12,0,1.0,3,4.0,130306.74081003218,81440.34018459941,122038.56698857983,0.0,0.09209040089103458,0.0,34,4169,1.0864984020590782,0.8679816666666667
90,0.6,-630.3025079021853,12,0,1.0,3,4.0,139513.62835869077,81189.43297088049,131026.22227085082,0.0,0.0860131023841477,0.0,28,4197,33.28288427833468,0.867095
91,0.4,-362.30113272705887,12,0,1.0,4,3.0,105775.15824925672,36980.39032199649,77613.05281719337,0.0,0.11344818763326524,0.0,45,4242,15.351781401783228,0.8656699999999999
92,0.2,-485.64583560796285,12,0,1.0,5,2.4,125438.98863195803,43422.71367532791,77994.78717954212,0.0,0.09566403660355059,0.0,38,4280,13.292093992233276,0.8644666666666667
93,0.4,-712.0949820122669,12,0,1.0,5,2.4,175202.4957559294,89117.80573292951,154822.67505134537,0.0,0.06849217500141622,0.0,49,4329,5.921593546867371,0.862915
94,0.4,-617.0412343238401,12,0,1.0,6,2.0,152181.51763999113,70861.93377397655,123631.8182850076,0.0,0.07885320232111137,0.0,56,4385,1.639871507883072,0.8611416666666667
95,0.4,-539.605294194987,12,0,1.0,5,2.4,136594.9254367425,54623.89023990877,121042.43841129195,0.0,0.08785099418321535,0.0,47,4432,4.585073381662369,0.8596533333333334
96,0.4,-614.4666839295925,12,0,1.0,5,2.4,131086.13384575036,54659.94616909979,111434.81841855317,0.0,0.09154286306224008,0.0,48,4480,6.005296945571899,0.8581333333333333
97,0.4,-424.85633013763993,12,0,1.0,6,2.0,112124.16535694606,28985.840969627763,69748.51164704628,0.0,0.10702420804469875,0.0,59,4539,1.03100124001503,0.856265
98,0.4,-336.90008673505326,12,0,1.0,5,2.4,80532.71561907917,36364.35300358007,72541.13565122547,0.0,0.14900776544976033,0.0,58,4597,0.3128605931997299,0.8544283333333333
99,0.6,-557.9776690836707,12,0,1.0,4,3.0,143583.4800803993,65746.84308476017,133955.66804464418,0.0,0.08357507418876198,0.0,41,4638,5.597451210021973,0.85313
100,0.6,-305.1201624225647,12,0,1.0,4,3.0,66722.82398129551,29598.751170789732,57341.37753013461,0.0,0.17984850286558574,0.0,36,4674,11.541313886642456,0.85199
