episode,batcher,arrival_rate_rps,max_requests,agent_checkpoint,total_requests,served_requests,dropped_requests,completion_ratio,batches,mean_pending_size,max_pending_size,p95_pending_size,frac_pending_ge_16,frac_pending_ge_24,batch_opportunity_rate,mean_batch_size,makespan_ms,avg_e2e_ms,p95_e2e_ms,prefill_ms,decode_service_ms,transfer_mb,handover_ms,slo_violations,slo_rate,slo_satisfaction,throughput_rps,goodput_rps,mapping_steps,reward,failure_reason
0,node_conditioned_dp,0.7,32,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,32,32,0,1.0,16,2.3125,12,6.75,0.0,0.0,0.3125,2.0,57588.10003708615,6318.262458682182,14395.526497463181,20442.056721544002,25295.358148453568,95.8330078125,1089.2388367777137,23,0.71875,0.28125,0.5556703551496286,0.15628228738583305,448,-339.91722117480435,
1,node_conditioned_dp,0.7,32,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,32,32,0,1.0,22,1.5,6,2.9499999999999993,0.0,0.0,0.2727272727272727,1.4545454545454546,50249.61592107967,2970.402480137561,7090.257040279264,18357.630214947912,18354.197814383817,82.1220703125,1278.3938887862275,18,0.5625,0.4375,0.6368207878495651,0.2786090946841847,616,-292.19570502172377,
2,node_conditioned_dp,0.7,32,outputs/train_online_ddqn_cpu_300_analytic/agent_ep150.pt,32,32,0,1.0,23,1.434782608695652,5,2.8999999999999986,0.0,0.0,0.2608695652173913,1.391304347826087,53485.54050111184,3311.5742233140627,9556.46153358868,25705.240941841526,18175.44293710079,119.33203125,1632.021178850212,20,0.625,0.375,0.5982925422495224,0.22435970334357092,644,-340.8833521864895,
