component,calls,mean_ms,median_ms,p95_ms,p99_ms,max_ms
best_batch,612,0.6737782194939582,0.3372444771230221,2.2520702448673546,4.755385444732383,5.299412063322961
continuation_action_candidates,2538,0.24800364246776868,0.2735300222411752,0.3541300829965621,0.3627295466139913,0.9245169349014759
