episode,episode_seed,node_id,group_size,prefill_batch_ids,service_batch_ids,batch_changed,prefill_utility,service_utility,utility_delta,mean_p_prefill,mean_p_service,service_saturation_rate,mean_penalty_delta,max_penalty_delta
3,20010,edge_5,2,r0020|r0000,r0020|r0000,0,6.509850591131968,6.488472610769809,-0.021377980362159654,0.016075198134967893,0.5995647977858741,0.0,0.02126714886708231,0.02199687481657629
3,20010,cloud_0,2,r0020|r0000,r0020|r0000,0,6.92496329388311,6.920632199719462,-0.004331094163648075,0.006728121158222274,0.12342825543805143,0.0,0.004226738250361715,0.004401513607862683
3,20010,edge_2,4,r0020|r0000,r0020|r0000,0,6.303623685355165,6.279610337469833,-0.02401334788533127,0.022606732320121482,0.639526608222081,0.0,0.02388708543162846,0.026613139165330313
3,20010,edge_5,4,r0020|r0000,r0020|r0000,0,6.397826287408957,6.376207069083075,-0.021619218325882095,0.02485857947620998,0.6148073937426013,0.0,0.021502574162750605,0.022240493396808524
3,20010,cloud_0,4,r0020|r0000,r0020|r0000,0,6.839914153118756,6.835583058955109,-0.004331094163647187,0.011432479633185206,0.12813261391301436,0.0,0.004226738250361715,0.004401513607862685
3,20010,edge_2,8,r0020|r0000,r0020|r0000,0,6.21329303003675,6.188668292356344,-0.02462473768040585,0.04088617925492648,0.673215258954013,0.0,0.024483748002198436,0.027278181942919366
3,20010,edge_5,8,r0020|r0000,r0020|r0000,0,6.2898225841606745,6.267720889907348,-0.022101694253326087,0.04242534215869415,0.6452925856560556,0.0,0.021973424754087194,0.022727730557272993
3,20010,cloud_0,8,r0020|r0000,r0020|r0000,0,6.77702112306008,6.772690028896433,-0.004331094163647187,0.02084119658311107,0.1375413308629402,0.0,0.004226738250361714,0.004401513607862683
4,20011,edge_2,1,r0006|r0011,r0006|r0011,0,6.0606740181612375,6.047309747133142,-0.013364271028095231,0.010690721715296723,0.3777360242293538,0.0,0.013271800278324737,0.025016257874493835
4,20011,cloud_0,1,r0006|r0011,r0006|r0011,0,6.292138742341341,6.289185192053273,-0.0029535502880682074,0.006173937411713216,0.08099952944431138,0.0,0.0028590564294662286,0.005410085478654539
4,20011,edge_2,2,r0006|r0011,r0006|r0011,0,5.959082925079648,5.945624068654203,-0.013458856425445198,0.015207761916405235,0.3847853459843605,0.0,0.01336335867967479,0.025188970010814913
4,20011,cloud_0,2,r0006|r0011,r0006|r0011,0,6.196196220751167,6.193242670463099,-0.0029535502880682074,0.008462867191804136,0.08328845922440228,0.0,0.002859056429466228,0.005410085478654538
4,20011,cloud_0,4,r0006|r0011,r0006|r0011,0,6.09677865098868,6.093825100700611,-0.0029535502880690956,0.013040726751985978,0.08786631878458415,0.0,0.0028590564294662286,0.005410085478654539
4,20011,cloud_0,8,r0006|r0011,r0006|r0011,0,6.0137722122590525,6.010818661970984,-0.0029535502880682074,0.022196445872349656,0.09702203790494782,0.0,0.0028590564294662286,0.005410085478654539
5,20012,edge_0,1,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,6.912315177019498,6.887136318470949,-0.025178858548549066,0.010737181942153956,0.5741351858323971,0.25,0.025088845339093672,0.042566725594027514
5,20012,edge_4,1,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,7.068449044966562,7.049852217323477,-0.018596827643085234,0.011462369925510795,0.5179488977966901,0.0,0.01846537550010132,0.0337413194507287
5,20012,cloud_0,1,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,7.163804916475312,7.159276887278413,-0.004528029196899652,0.00522510898008802,0.12748476334082665,0.0,0.00440134755698659,0.008159873083360004
5,20012,edge_0,2,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002,0,6.782974692731397,6.75942637946152,-0.02354831326987661,0.16753449837261447,0.6865286286472785,0.4,0.023330187664734374,0.04083701908828746
5,20012,edge_4,2,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,6.933675730606812,6.914968210818908,-0.018707519787904303,0.01722525740873395,0.5266631705551189,0.0,0.018572969148811413,0.033938301271033186
5,20012,cloud_0,2,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002,0,7.046441961818529,7.040820516810681,-0.005621445007848003,0.0852279455902765,0.23020756262274947,0.0,0.005219266213169027,0.009093814978648161
5,20012,edge_4,4,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,6.800597683371994,6.78166877929445,-0.018928904077544217,0.028751032375180265,0.5440917160719766,0.0,0.0187881564462316,0.03433226491164218
5,20012,cloud_0,4,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002,0,6.974468148718537,6.968846703710689,-0.005621445007848003,0.16392982728060085,0.3089094443130738,0.0,0.005219266213169027,0.009093814978648161
5,20012,edge_4,8,r0021|r0009|r0005|r0002,r0021|r0009|r0005|r0002,0,6.688464796710221,6.6695202863480185,-0.01894451036220257,0.0518025823080729,0.569000197729158,0.25,0.018860381103516753,0.033687592442639254
5,20012,cloud_0,8,r0021|r0003|r0009|r0005|r0002,r0021|r0003|r0009|r0005|r0002,0,6.906506850880794,6.9022814701704736,-0.004225380710320081,0.2660902156161088,0.37516969942021805,0.2,0.003926861416947935,0.009093814978648161
6,20013,edge_2,1,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,6.827631427636748,6.797281924859841,-0.030349502776906512,0.046066242939974016,0.8394613601022975,0.6,0.03027711791991266,0.03554148055460583
6,20013,cloud_0,1,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,7.492269210119916,7.478946456840234,-0.013322753279682686,0.025521256798564994,0.3653691461797576,0.2,0.013124915525328438,0.035745895952682856
6,20013,edge_2,2,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,6.681914974600857,6.652468437029114,-0.02944653757174276,0.0745364703413261,0.8447067361661272,0.6,0.02937118541499283,0.03525810270468384
6,20013,cloud_0,2,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,7.360211500321809,7.347266930415678,-0.012944569906131242,0.03791020125153046,0.36821792852751145,0.2,0.012746732151777702,0.033854979084929175
6,20013,cloud_0,4,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,7.223904716932878,7.2117165137738475,-0.012188203159030131,0.06268809015746138,0.3739154932230192,0.2,0.011990365404676222,0.030073145349421793
6,20013,cloud_0,8,r0002|r0017|r0011|r0004|r0023,r0002|r0017|r0011|r0004|r0023,0,7.108301913990894,7.097626444326067,-0.01067546966482702,0.11224386796932326,0.3853106226140348,0.2,0.010477631910473276,0.02250947787840705
7,20014,edge_3,1,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.169850232791872,7.153155741060853,-0.016694491731019667,0.008724189356575159,0.43833992880232875,0.0,0.016584583512997585,0.024657410379067324
7,20014,cloud_0,1,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.396544633460805,7.391192763364945,-0.005351870095860356,0.00899712562159529,0.14769365839891252,0.0,0.005244464664876292,0.007971186889799626
7,20014,edge_3,2,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.041677112784079,7.0249702906992475,-0.01670682208483143,0.012498008988258388,0.44242673045825104,0.0,0.016596666406794983,0.024675398126550264
7,20014,cloud_0,2,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.269093253981541,7.263741383885682,-0.005351870095859468,0.012882371925759008,0.15157890470307617,0.0,0.005244464664876291,0.007971186889799625
7,20014,edge_3,4,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,6.903628810913438,6.886897328120982,-0.016731482792455843,0.020045648251624845,0.4506003337700956,0.0,0.01662083219438978,0.024711373621516132
7,20014,cloud_0,4,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.13227352537792,7.12692165528206,-0.005351870095860356,0.020652864534086438,0.15934939731140366,0.0,0.005244464664876292,0.007971186889799626
7,20014,edge_3,8,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,6.779855847873588,6.763075043665885,-0.016780804207702893,0.035140926778357756,0.4669475403937847,0.0,0.01666916376957938,0.02478332461144788
7,20014,cloud_0,8,r0016|r0004|r0011|r0008,r0016|r0004|r0011|r0008,0,7.010897835100551,7.005545965004691,-0.005351870095860356,0.0361938497507413,0.1748903825280585,0.0,0.005244464664876292,0.007971186889799626
8,20015,cloud_0,1,r0022|r0011|r0017,r0022|r0011|r0017,0,8.083721926928286,8.075387058557359,-0.008334868370926785,0.014543657353822362,0.2371443374873803,0.0,0.00809381680069978,0.01817311993183457
8,20015,cloud_0,2,r0022|r0011|r0017,r0022|r0011|r0017,0,7.972320508935552,7.963985640564627,-0.008334868370925008,0.019475550992569094,0.24207623112612697,0.0,0.008093816800699776,0.018173119931834562
8,20015,cloud_0,4,r0022|r0011|r0017,r0022|r0011|r0017,0,7.84237136581226,7.834036497441333,-0.008334868370926785,0.029339338270062562,0.2519400184036205,0.0,0.00809381680069978,0.01817311993183457
8,20015,cloud_0,8,r0022|r0011|r0017,r0022|r0011|r0017,0,7.717666536473129,7.7093316681022035,-0.008334868370925896,0.049066912825049484,0.2716675929586074,0.0,0.008093816800699778,0.018173119931834566
9,20016,edge_1,1,r0000|r0007|r0012,r0000|r0007|r0012,0,6.985355932282796,6.9502116469457675,-0.035144285337028514,0.014814437331093102,0.8743007694088226,0.6666666666666666,0.0350777532212446,0.04553758024851524
9,20016,cloud_0,1,r0000|r0007|r0012,r0000|r0007|r0012,0,7.4389897565238,7.428266251192204,-0.010723505331596606,0.008773415020206923,0.25871907124473775,0.0,0.010404129902709974,0.013526346069565473
9,20016,edge_1,2,r0000|r0007|r0012,r0000|r0007|r0012,0,6.856925921006242,6.821933906323764,-0.034992014682478256,0.02153920668096355,0.8775723778865258,0.6666666666666666,0.03492348504165468,0.04507063579313658
9,20016,cloud_0,2,r0000|r0007|r0012,r0000|r0007|r0012,0,7.322811129616288,7.3120876242846915,-0.010723505331596606,0.012140029756155704,0.26208568598068643,0.0,0.010404129902709969,0.013526346069565464
9,20016,edge_1,4,r0000|r0007|r0012,r0000|r0007|r0012,0,6.7249854221551635,6.690297948781785,-0.03468747337337863,0.03498874538070445,0.8841155948419318,0.6666666666666666,0.03461494868247483,0.044136746882379264
9,20016,cloud_0,4,r0000|r0007|r0012,r0000|r0007|r0012,0,7.1970725627503045,7.186349057418708,-0.010723505331596606,0.018873259228053264,0.268818915452584,0.0,0.010404129902709973,0.013526346069565468
9,20016,edge_1,8,r0000|r0007|r0012,r0000|r0007|r0012,0,6.6058831204733925,6.571804729718213,-0.03407839075517938,0.06188782278018625,0.8972020287527439,0.6666666666666666,0.03399787596411514,0.04226896906086463
9,20016,cloud_0,8,r0000|r0007|r0012,r0000|r0007|r0012,0,7.087137598072769,7.076414092741173,-0.010723505331596606,0.032339718171848386,0.2822853743963792,0.0,0.010404129902709973,0.013526346069565471
10,20017,edge_5,1,r0011|r0010|r0014,r0011|r0010|r0014,0,6.343415866033866,6.318993899346472,-0.02442196668739438,0.012285602389006918,0.6431995283791384,0.3333333333333333,0.024303011486254255,0.03555771831399575
10,20017,cloud_0,1,r0011|r0010|r0014,r0011|r0010|r0014,0,6.525873615155185,6.518348646080801,-0.00752496907438438,0.004942625408485333,0.18173862366498253,0.0,0.007260578761473839,0.013458872078066399
10,20017,edge_5,2,r0011|r0010|r0014,r0011|r0010|r0014,0,6.21970397123624,6.195255027018561,-0.024448944217678736,0.017511244740339726,0.6487739565586755,0.3333333333333333,0.024326587499504018,0.03536959518934777
10,20017,cloud_0,2,r0011|r0010|r0014,r0011|r0010|r0014,0,6.401271321967548,6.393746352893164,-0.00752496907438438,0.0076436325129037525,0.18443963076940095,0.0,0.007260578761473839,0.013458872078066399
10,20017,edge_5,4,r0011|r0010|r0014,r0011|r0010|r0014,0,6.090316937802555,6.065814038524307,-0.024502899278248336,0.027962529443005344,0.6599228129177496,0.3333333333333333,0.02437373952600354,0.03499334894005181
10,20017,cloud_0,4,r0011|r0010|r0014,r0011|r0010|r0014,0,6.292756665804632,6.285231696730247,-0.00752496907438438,0.013045646721740594,0.18984164497823777,0.0,0.007260578761473839,0.013458872078066397
10,20017,edge_5,8,r0011|r0010|r0014,r0011|r0010|r0014,0,5.975939453441639,5.951328644042249,-0.0246108093993902,0.048865098848336584,0.6822205256358979,0.3333333333333333,0.024468043579002605,0.03424085644145988
10,20017,cloud_0,8,r0011|r0010|r0014,r0011|r0010|r0014,0,6.213999297251085,6.206474328176701,-0.00752496907438438,0.023849675139414276,0.20064567339591144,0.0,0.007260578761473839,0.013458872078066397
11,20018,edge_0,1,r0016|r0000|r0021|r0020,r0016|r0000|r0012|r0021|r0020,1,6.824686209323248,6.795957962747609,-0.028728246575639105,0.01133275662173595,0.6853598669557852,0.0,0.02915906050124365,0.03932258106719938
11,20018,cloud_0,1,r0016|r0000|r0021|r0020,r0016|r0000|r0021|r0020,0,7.27873667908748,7.271017766427852,-0.0077189126596275415,0.011640760259742507,0.21459504231254056,0.0,0.007455758606413089,0.009677739103736746
11,20018,edge_0,2,r0016|r0000|r0012|r0021|r0020,r0016|r0000|r0012|r0021|r0020,0,6.732219182240034,6.703526603470221,-0.028692578769813792,0.0507937749248229,0.7145786436486904,0.0,0.028442154246766615,0.04187769057201592
11,20018,cloud_0,2,r0016|r0000|r0021|r0020,r0016|r0000|r0021|r0020,0,7.151429642895931,7.143710730236304,-0.0077189126596275415,0.01666190035892373,0.21961618241172182,0.0,0.00745575860641309,0.009677739103736748
11,20018,edge_0,4,r0016|r0000|r0012|r0021|r0020,r0016|r0000|r0012|r0021|r0020,0,6.652903425136122,6.623984719624546,-0.02891870551157627,0.09827682986284866,0.7686741462968015,0.2,0.028728148222018125,0.04253421107205545
11,20018,cloud_0,4,r0016|r0000|r0012|r0021|r0020,r0016|r0000|r0012|r0021|r0020,0,7.021563332402168,7.013226008917269,-0.008337323484898462,0.06560632315757606,0.2860314883879873,0.0,0.00813124484234044,0.0113670849798617
11,20018,edge_0,8,r0016|r0000|r0012|r0021|r0020,r0016|r0000|r0012|r0021|r0020,0,6.5591105114240715,6.531637397860188,-0.027473113563883267,0.19324293973890014,0.8342181963517193,0.6,0.02742201457069592,0.039943561706179576
11,20018,cloud_0,8,r0016|r0000|r0012|r0021|r0020,r0016|r0000|r0012|r0021|r0020,0,6.920439619551536,6.912102296066637,-0.00833732348489935,0.12441632726906537,0.3448414924994766,0.0,0.00813124484234044,0.011367084979861702
12,20019,edge_0,1,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,7.024169012748928,6.99549608666562,-0.02867292608330807,0.10887198681335629,0.8163745066378114,0.5,0.02861855979510349,0.04232491401067989
12,20019,edge_4,1,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.945687434282262,6.918183204456226,-0.027504229826035953,0.10630890218216286,0.8182947485245421,0.5,0.027455720531987308,0.0409579765945282
12,20019,cloud_0,1,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,7.393875789824475,7.379171019921093,-0.014704769903381987,0.06706468488348204,0.4696713647197925,0.3333333333333333,0.014623946073653823,0.031570905976271234
12,20019,edge_0,2,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.8861682021616915,6.859454521707336,-0.02671368045435507,0.16602755957390614,0.8205621667651779,0.5,0.026658517701163124,0.04246913093790608
12,20019,edge_4,2,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.80278416416275,6.77748017325966,-0.025303990903090323,0.17250249537194998,0.8234033167780123,0.5,0.025254490485027144,0.04065747635198109
12,20019,cloud_0,2,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,7.2567243992121915,7.2434738633030085,-0.013250535909183014,0.11064264843455063,0.4728539395431075,0.3333333333333333,0.013169712079454698,0.028692924841108303
12,20019,edge_0,4,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.742855124534978,6.719782183800148,-0.02307294073483046,0.27285400807212684,0.8289374870199104,0.5,0.02301618505166152,0.042757564792358455
12,20019,edge_4,4,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.670367971864301,6.648645955675255,-0.021722016189046123,0.28215348364464793,0.8336204532849528,0.5,0.021670533522954363,0.040056475866886855
12,20019,cloud_0,4,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,7.138205554540549,7.1278634866197645,-0.010342067920784181,0.19779857553668787,0.4792190891897378,0.3333333333333333,0.010261244091056448,0.02293696257078244
12,20019,edge_0,8,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.618980001859104,6.598473630780423,-0.020506371078680807,0.35945208686245717,0.8456881275293758,0.5,0.02044642953556003,0.04333443250126322
12,20019,edge_4,8,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,6.562208487988312,6.543095752867072,-0.01911273512124012,0.37493689462661534,0.854054726298834,0.5,0.019057287959092218,0.03885447489669841
12,20019,cloud_0,8,r0020|r0018|r0007|r0016|r0015|r0000,r0020|r0018|r0007|r0016|r0015|r0000,0,7.051340655462777,7.044493706538936,-0.00684694892384119,0.30761551363392753,0.49194938848299846,0.3333333333333333,0.006766125094113204,0.013034472567596236
13,20020,edge_5,1,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.308749067141907,7.281863661267329,-0.02688540587457755,0.006094990741763243,0.7368531099591633,0.25,0.026720687164426663,0.03578058033329652
13,20020,cloud_0,1,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.660791834721755,7.652518309793077,-0.008273524928678277,0.005180481095077197,0.2113667030122638,0.0,0.008005145487431661,0.01098906656460136
13,20020,edge_5,2,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.178531153599945,7.15165432915614,-0.02687682444380446,0.010064488520175127,0.7405422819298391,0.25,0.02671120756421638,0.0356376784132737
13,20020,cloud_0,2,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.540235879409591,7.531962354480913,-0.008273524928678277,0.008856995050262318,0.21504321696744882,0.0,0.00800514548743166,0.010989066564601354
13,20020,edge_5,4,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.072420313807714,7.045560652225452,-0.02685966158226183,0.018003484076998894,0.7479206258711902,0.25,0.026692248363795804,0.03535187457322804
13,20020,cloud_0,4,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.450097737468885,7.441824212540206,-0.008273524928678277,0.016210022960632564,0.22239624487781914,0.0,0.008005145487431661,0.01098906656460136
13,20020,edge_5,8,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,6.994600446301714,6.967775110442539,-0.026825335859174793,0.03388147519064642,0.7626773137538927,0.25,0.026654329962954658,0.03478026689313673
13,20020,cloud_0,8,r0012|r0001|r0016|r0021,r0012|r0001|r0016|r0021,0,7.3891855007114495,7.380911975782772,-0.00827352492867739,0.03091607878137305,0.23710230069855956,0.0,0.008005145487431658,0.010989066564601356
14,20021,edge_0,1,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.140495843433809,6.112220379181337,-0.02827546425247185,0.02256442235924295,0.7029882303207413,0.5,0.028202352393374285,0.04439743958669348
14,20021,edge_4,1,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.506477131860846,6.479772620301831,-0.02670451155901521,0.0352554807814071,0.7394488941597798,0.5,0.02664462432511682,0.03713784137611073
14,20021,cloud_0,1,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.908234061858704,6.894068020076649,-0.014166041782055494,0.02379674049915229,0.3825599464152375,0.25,0.013976256743673018,0.033472178402118295
14,20021,edge_0,2,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.091547128685311,6.06382019182974,-0.027726936855570372,0.04364838669732997,0.7087467342088546,0.5,0.02765051377638285,0.04406743053364545
14,20021,edge_4,2,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.37155228418602,6.345334956387758,-0.026217327798262247,0.05121269063569931,0.7435935150263974,0.5,0.026155639315542684,0.035355156080173755
14,20021,cloud_0,2,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.794175097504648,6.780235530697456,-0.013939566807191994,0.032324820504305504,0.384797054896412,0.25,0.013749781768809784,0.032566278502665365
14,20021,edge_0,4,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.047295806706498,6.0206659246447325,-0.026629882061765642,0.08581631537350397,0.7202637419850814,0.5,0.026546836542399976,0.04340741242754938
14,20021,edge_4,4,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.225666864118931,6.200423903842174,-0.02524296027675721,0.08312711034428374,0.7518827567596326,0.5,0.025177669296394412,0.03495330608462758
14,20021,cloud_0,4,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.6609011733637145,6.647414556506249,-0.013486616857465883,0.049380980514611934,0.3892712718587611,0.25,0.013296831819083322,0.030754478703759518
14,20021,edge_0,8,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,5.991116198166518,5.966680425692362,-0.02443577247415618,0.17015217272585206,0.7432977575375351,0.5,0.024339482074434243,0.042087376215357235
14,20021,edge_4,8,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.087504107064906,6.064209881831161,-0.023294225233745358,0.14695594976145254,0.7684612402261032,0.5,0.023221729258097873,0.03414960609353523
14,20021,cloud_0,8,r0014|r0017|r0016|r0023,r0014|r0017|r0016|r0023,0,6.5359973029241525,6.52341658596614,-0.012580716958012772,0.08349330053522482,0.39821970578345933,0.25,0.012390931919630395,0.02713087910594781
